x,y
5.195853589895491,4.916635229948558
4.4650126922135165,5.276722488226754
5.735621208990123,5.406114175748459
5.7827149400119096,4.7058721515130175
5.937208192667145,5.401818843110536
3.9662781436540953,5.349825928374398
5.045207783959896,4.915682299169213
5.0000546337488965,4.317217514649551
4.91103042166753,4.579767363877911
5.170812646682018,4.302707607128362
5.193182536599477,4.663019195932325
5.518115769532206,4.982579896057057
4.008186181064192,4.3979385447791906
5.563354352413967,4.773018513926547
4.5478166246159395,4.87174646345038
5.17623710196933,5.392927381420207
5.461786197717835,5.1848033926150565
4.354905734246755,5.628983345374573
4.602660976219723,5.237495401659133
4.4377480705989925,4.9709546110621075
5.55643536867597,4.385549555767168
5.743923588136083,4.667871738307296
5.393467249264469,5.537560244354733
4.650448603205923,4.459905133941509
5.520422742156277,5.32710218984407
5.206792826176491,5.36851417407885
5.944341162975002,4.5764133659732815
5.404444178795046,5.373942024257373
4.907028973285646,5.603519962893075
6.4711364273354866,4.516314917419804
5.496453145923309,4.863574335378173
4.518399321684817,5.1744155069647375
5.200088851595341,5.380775976822454
4.668138052424765,4.809230356167911
5.062590372524531,4.204344565144807
5.53791609509991,4.222626392716795
5.040797996724032,4.802668239784993
5.0484581455236235,4.771533309493606
5.525653039513326,5.621189365739178
4.300965882967566,5.664430702209003
4.535991639924645,4.997034812379211
3.914243217976275,5.340475089928711
5.195491776434893,4.940258279669696
4.549407046087965,5.235652114801992
5.854201964613461,5.04686820700915
4.48605351999664,4.562108623573215
4.906773824959538,5.02077378090943
5.717519164901369,4.218208578856526
4.8702142260029895,5.807019159806079
5.067240802546773,4.488439518198282
5.322064827514473,4.6577660697638885
4.13077567438791,4.113252453017591
4.5419229591251336,4.4378950632702
5.401510823048049,4.405967630619551
5.1015512956115066,4.874651906073971
4.461673474097341,4.207994708707212
5.105662127775263,4.651435998382257
5.7956022973192685,4.802972047995397
5.169655023863667,4.942097720799127
5.137189694877417,5.419158111555394
5.80448669643382,5.506025789583964
4.898860000856884,5.637081262762914
6.046295111817145,4.96361422969865
4.344141685250201,5.482145214961847
4.7621231276993266,5.215455557804014
4.924397200523998,5.394461299460899
4.853224318229487,5.460899300843744
5.492429027556085,5.841571099946007
5.199831448684208,5.465210637337928
5.25090918748191,4.708198632550137
5.24560054637777,4.226603394826677
5.063763049687746,6.150398819969338
5.6406243138120855,6.014893360755871
4.96944235991311,5.907365636125532
5.308840959962272,4.868565516384173
5.866298122892561,4.897496385079864
4.050721888389195,5.580407703657756
5.5945186877412505,4.994735341196678
4.968463203418987,4.3469170365656895
5.683829014560352,4.726296942110264
4.509767732462215,4.310961683678626
5.162171931313772,6.229125702338228
4.494731191232235,4.95724663018842
5.437333412339372,4.911759516806399
6.471944870558538,4.770639944006429
5.062867200252387,5.034234341411013
4.782311762315016,5.385444240537326
5.775753981032147,4.589664459552431
4.69590515104781,4.921549692552479
4.469875042874227,5.664332602502292
4.71215701764354,4.82726069735903
4.054241188759113,4.43968523535336
5.250188546000089,4.891502543643468
4.732851276034269,4.624535939474018
4.285040530906572,5.629856539742832
4.850280183617055,4.8270601722309685
4.254277164191463,5.163059334397392
5.406068246052643,5.637408499808286
4.613138185764628,5.046041237550977
4.989955987330625,4.269184911387848
4.63091510198781,5.6141823974550995
5.208811138177007,5.931238988723989
4.32902812029146,4.7771342044868055
4.670228788074482,5.599145532625314
4.259938440162983,5.385967910886986
5.644539897942897,5.34027666323623
4.3229768397188595,4.77469994784189
4.781246882260468,4.897561643361872
4.521799674568311,5.497716279572353
5.2077661676838725,4.760207292051254
5.395071654170255,5.266241880543364
4.509470265185481,4.667727877920995
4.105814170207964,4.880870100685446
5.760288291828938,5.590672701983129
4.667404573562282,4.829236035102406
5.156979288556318,4.440598003727606
4.982181453508179,4.600350714733196
4.804031702268344,5.133787380954536
5.914542045629173,5.02157698357943
4.653740331952239,5.221734678829393
5.052218432622512,4.379395897822723
4.958199537208361,5.120451450926312
4.679749993110558,5.265528378048656
5.602058567421896,5.618396010613253
5.96949536198371,4.513947165642318
5.042964512216379,4.979262148736668
4.688285402422007,4.4443459811512165
5.28141769223166,4.671737458086863
5.354766678568719,5.235660267100402
5.409984030102302,5.159914589709802
4.844288103216058,4.668800800972711
5.151727765011577,4.357272046195491
4.42924646628991,4.403675503824841
4.653542648756314,4.1099469384871865
5.379429281171222,5.3176704033775115
5.12533407143853,5.3242870104464455
5.007598893883361,5.53052955137673
4.797633486081947,5.45729383599339
4.865248414109214,4.6287499236290826
4.688054136919702,4.927050369236314
4.614156494854946,6.0088094882399865
5.096132832548893,4.692339134188347
4.461639299037929,5.053903784967482
4.674395493148104,5.315235733670426
4.601772637247721,5.18387925527728
4.682672583652398,5.277981287233425
4.879819573033453,5.059893957783161
4.613037153584937,4.943991598531549
5.288255664112121,5.1622580265356
4.352124726853692,5.120416232759434
10.655600574913466,9.942214053519711
10.084815848984162,9.545344644626356
10.26828346820276,10.266318572305602
10.024045074668523,10.171614578642686
9.821599767235005,9.98833260544374
10.115549949052298,10.046466426377142
10.089234847717838,9.549428449320292
10.48397654692559,9.780119432967187
10.05045649599708,10.175361249636806
9.879677337787346,10.199895764379036
9.75054918848757,9.884901660034933
10.057922541035062,9.958090049899123
9.814653865166806,10.038867959325918
9.702719608358079,9.873975030220107
10.360784279818537,10.023388140968324
10.064927524028539,9.763693970933485
10.271403959912428,10.120406941297974
10.380620059743132,10.43339735293965
10.081842400483227,10.109256864628266
9.776495200399278,9.956225105413697
9.863213799873547,9.879149492303904
9.884264711956712,9.848870112466392
9.720641225319367,9.585471923133136
10.70123394321622,9.458599619966641
9.901167056081063,10.233415548299973
9.869701660908502,9.709561594791865
10.177312168894918,9.394261750240538
9.936716003982555,9.665631865945072
9.912367329813542,9.858009346768048
9.435018882083876,9.955322384256243
10.159600632379147,10.468036620496312
10.366570979064553,10.394280828660582
10.060287739329453,10.177043787473043
10.023351494552303,9.867678235204128
10.505640599060005,9.976146877626594
10.167526731040443,9.86454116241734
10.123199193811626,9.9344270209794
10.04984610449338,10.04787268878467
10.01998623457615,9.93758180352361
9.535045640839254,9.395659245026481
9.99596503995842,10.294263985734059
10.095688044221776,10.541426599725193
10.140680999423067,9.895942735793831
10.249809209916227,10.6522728142011
10.40062864418945,10.38028477180898
10.379262089874521,9.597002542443018
9.714692798570686,10.121656908373863
10.450895534229428,10.239052349673615
9.756023674615296,9.886022025006406
10.18314971557401,9.788025702281363
9.93548131702162,9.664684568968076
10.454869845758951,9.554767269891288
9.88443395133385,10.358227846585246
10.043862592962762,10.130027259950971
9.91794181241037,9.729254867918637
10.31320502316955,9.760357521231203
9.795438149328728,9.641612467756415
9.795268715268838,9.763786392197831
10.274816534956141,10.020535490857862
10.056734484046157,10.015284523565466
10.29766055658232,9.313310134100986
10.456124159740641,10.120965264202077
10.350223656090694,9.973766266718616
9.808439622530614,10.024579373379066
10.280173159138371,9.581803184206699
10.269099786656671,10.047176829833179
9.871180330077447,10.148446256575347
10.427560011328252,9.574738736414712
9.901114569315775,9.960653893133475
9.537617521650699,10.261199613510376
9.810369564203166,9.949245111429311
10.249070376210963,9.555076238389416
9.89686851081307,10.176338172598346
9.127715866994372,10.069329860583844
9.659938552522418,10.027645164118503
10.24654101941875,9.983910851254194
10.212817519937042,10.137273902613389
10.246568181278246,10.137486683615911
9.788230170981533,9.574030614046016
